fold,store_id,product_id,rows,actual_sales_total,baseline_wape,lightgbm_wape,baseline_bias,lightgbm_bias,extra_absolute_error
1,312,666,14,54.599999999999994,0.2310308738880168,0.24013157001918067,-0.1479591836734694,0.08078731437464144,0.49689800876154777
1,328,292,14,12.600000000000001,0.3251700680272108,0.34018098376385136,0.05897959183673472,0.08111456893484785,0.18913753828167046
1,334,290,14,14.910000000000002,0.26779725974897,0.25324505145755905,-0.08397959183673469,-0.13900416737139973,-0.21697342562493782
1,345,317,14,22.900000000000002,0.2077354959451029,0.19937882079713432,-0.005102040816326615,-0.1757944014844489,-0.191367860888481
1,359,90,14,3.1600000000000006,1.2287522603978298,2.791732896708645,0.12142857142857147,0.620829338413433,4.939018810742178
1,366,387,14,12.5,0.36800000000000005,0.4315820853204454,-0.05306122448979588,-0.22822310451854108,0.794776066505567
1,370,796,14,15.469999999999999,0.2184873949579832,0.21100107109395191,0.019387755102040796,0.12712076912360565,-0.11581343017656387
1,383,822,14,12.36,0.41169671752196035,0.5034623615701432,-0.2593877551020408,-0.38940752448249205,1.1342233604355396
1,384,699,14,14.0,0.24387755102040817,0.3739764872434153,-0.1357142857142857,-0.35789872387701804,1.8213851071220999
1,389,115,14,5.7,1.1604010025062657,0.9481773543230677,-0.02959183673469386,0.008095813708607664,-1.2096747946442283
1,391,76,14,15.9,0.2605570530098831,0.29480038813475073,-0.10612244897959187,-0.24719046045820034,0.5444690284853957
1,393,286,14,10.239999999999998,0.6314174107142859,0.5994659788073358,-0.04428571428571433,-0.00499479851963347,-0.32718266272716967
1,405,19,14,19.8,0.3073593073593073,0.2106738792965714,0.08571428571428573,0.1448842387565592,-1.914371475642171
1,405,486,14,37.800000000000004,0.1885865457294028,0.2363453244111614,-0.0316326530612246,0.3186242206998728,1.8052818341704748
1,409,759,14,30.200000000000003,0.19347209082308417,0.15169397471595752,-0.021428571428571415,0.02270409043542278,-1.2616991064352252
1,417,296,14,14.900000000000002,0.17929050814956854,0.22952668819272104,-0.039795918367346965,-0.1860929478374895,0.7485190826429724
1,418,694,14,19.700000000000003,0.6316171138506164,0.48327025052575573,-0.07244897959183662,-0.2223451886915657,-2.922433207499756
1,419,130,14,8.35,0.4234388366124893,0.35001736881995976,0.06173469387755102,0.07204165180393943,-0.6130692560676216
1,422,689,14,5.4,0.44708994708994704,0.3914140651129553,-0.007142857142857165,-0.04297092420799514,-0.3006497626757554
1,424,99,14,7.8999999999999995,0.3996383363471971,0.40519164470292107,-0.007959183673469403,-0.08193167559817494,0.04387113601021975
1,424,857,14,18.8,0.6375379939209725,0.686470711703947,-0.1051020408163266,-0.8600219191850844,0.9199350943199196
1,427,763,14,12.86,0.4741168629193513,0.5052140429216239,-0.10816326530612244,-0.23841016095520523,0.3999097348292251
1,429,737,14,9.35,0.2994652406417112,0.3148213731162246,0.07142857142857138,0.12061196240182194,0.14357983863669999
1,432,71,14,12.399999999999999,0.2672811059907835,0.2886779912518491,-0.04081632653061227,-0.14570069719435536,0.26532137723721405
1,434,829,14,7.569999999999999,0.47046612568409135,0.47965347743310466,0.05642857142857145,-0.031108470702392806,0.0695482527400304
1,438,666,14,12.1,0.3482880755608029,0.34536886583505033,0.027551020408163256,0.12365366858389681,-0.03532243768160548
1,441,644,14,11.3,0.4778761061946903,0.47754370810275704,-0.10204081632653057,-0.2505802693614021,-0.003756098438845612
1,442,90,14,2.7700000000000005,2.3001547189272817,5.47972175857905,0.31020408163265323,1.0842020908045693,8.8074006998354
1,444,386,14,14.200000000000001,0.3279678068410463,0.35676118021308956,0.11224489795918366,0.3023480984240231,0.4088659018830141
1,446,631,14,7.670000000000001,0.4719687092568448,0.39624695706781304,0.0457142857142857,0.13205992484602933,-0.5807858392898737
1,447,655,14,4.99,0.5084454623532779,0.5322294456862707,0.02959183673469388,0.14729654911555712,0.11868207683163412
1,454,656,14,8.77,0.46962045935820174,0.5726460303638112,0.17785714285714288,0.2328747855647681,0.9035342577191949
1,455,104,14,26.200000000000003,0.29443838604143946,0.2591542691157339,-0.08367346938775513,-0.2879143415271134,-0.9244438634534866
1,457,369,14,9.47,0.27470206667672353,0.2598358770563292,0.01642857142857144,-0.04894584775338969,-0.1407828157051343
1,465,150,14,6.8,0.31512605042016806,0.3114992145325993,-0.09387755102040815,-0.12120902045083717,-0.024662484035467447
1,467,122,14,15.99,0.2539086929330831,0.36147528709387017,-0.042857142857142864,-0.26241882707910497,1.7199898406309853
1,467,783,14,13.599999999999996,0.36029411764705893,0.329700453588886,-0.10510204081632653,-0.02230088080868598,-0.41607383119115227
1,470,117,14,38.9,0.1894968784428939,0.32561660267929277,0.07346938775510206,0.20168036041375076,5.295057272795916
1,481,58,14,12.88,0.4180346051464064,0.37839505368102766,-0.019693877551020398,-0.017964908015727143,-0.5105574228740775
1,482,515,14,14.1,0.27963525835866265,0.25572457610526583,0.05102040816326529,0.033327294419572676,-0.337140619772895
1,487,422,14,10.399999999999999,0.7376373626373627,0.5878993252774596,0.1969387755102039,0.23409446256484318,-1.5572755885429919
1,489,769,14,15.3,0.23342670401493934,0.2024657694927432,-0.012244897959183598,-0.009063004037289355,-0.47370229818960086
1,490,554,14,12.969999999999999,0.36611961669787413,0.4077271366241624,0.01714285714285727,0.22200107566457916,0.5396495334439582
1,493,122,14,13.57,0.313085587956627,0.28167275152107296,0.08408163265306125,0.0005527816146781281,-0.42627219043046827
1,497,226,14,12.38,0.12693284098776828,0.10892496494523998,0.00673469387755103,-0.042986008171639375,-0.22293750540650015
1,498,635,14,4.36,0.6841415465268675,1.0112880579134695,0.12040816326530614,0.2970376745926681,1.4263587896455845
1,500,93,14,5.5,0.28571428571428564,0.20690605862089181,-0.024489795918367342,0.03596893696225412,-0.4334452490136662
1,500,108,14,7.700000000000001,0.4500927643784785,0.35541199321405575,-0.03163265306122449,-0.025204485058366016,-0.7290419379660551
1,508,215,14,36.5,0.2426614481409002,0.2490220502426545,-0.4110204081632654,-0.39414870828055243,0.23216197671403194
1,510,600,14,10.3,0.27739251040221913,0.2626024998440096,-0.10816326530612244,-0.13130096866417482,-0.15233710874955841
1,511,296,14,11.7,0.2670329670329671,0.276236909212922,-0.08499999999999996,-0.16963405564712847,0.10768612350547269
1,511,310,14,13.3,0.2835660580021482,0.3874255148894894,-0.12448979591836737,-0.3078333663767937,1.3813307766016383
1,514,740,14,11.999999999999998,0.2607142857142858,0.2070820806604922,-0.0030612244897959473,-0.08134242653196726,-0.643586460645523
1,517,719,14,6.3,0.5079365079365079,0.4931129341469503,0.008163265306122472,0.06623286156280822,-0.09338851487421307
1,522,310,14,8.28,0.28743961352657005,0.29315156930603886,-0.034081632653061224,-0.028571936279942815,0.04729499385400171
1,522,631,14,8.75,0.3151020408163266,0.3256083821488293,-0.005102040816326521,0.08589260514733289,0.09193048665939907
1,526,67,14,4.8,0.5208333333333334,0.7854449158598457,0.05734693877551019,0.24861916581389606,1.270135596127259
1,538,191,14,26.4,0.44101731601731603,0.4804832377622301,0.10918367346938791,-0.2172648524968206,1.0419003340657316
